p3,date_known,ub,p4,algo,p1,p2,mean_run,iteration,real_cost,anytime_cost,memory_style,hyper_parametr
1.0,true,5,0.0,,0.2,1.0,1,34,1252,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,35,1164,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,36,1116,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,37,1234,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,38,864,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,39,1256,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,40,1066,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,41,1098,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,42,662,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,43,978,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,44,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,45,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,46,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,47,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,48,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,49,784,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,50,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,51,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,52,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,53,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,54,648,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,55,648,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,56,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,57,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,58,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,59,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,60,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,61,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,62,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,63,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,64,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,65,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,66,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,67,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,68,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,69,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,70,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,71,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,72,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,73,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,74,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,75,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,76,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,77,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,78,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,79,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,80,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,81,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,82,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,83,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,84,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,85,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,86,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,87,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,88,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,89,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,90,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,91,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,92,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,93,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,94,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,95,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,96,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,97,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,98,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,99,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,100,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,101,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,102,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,103,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,104,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,105,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,106,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,107,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,108,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,109,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,110,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,111,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,112,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,113,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,114,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,115,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,116,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,117,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,118,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,119,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,120,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,121,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,122,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,123,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,124,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,125,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,126,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,127,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,128,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,129,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,130,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,131,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,132,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,133,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,134,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,135,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,136,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,137,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,138,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,139,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,140,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,141,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,142,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,143,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,144,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,145,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,146,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,147,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,148,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,149,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,150,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,151,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,152,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,153,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,154,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,155,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,156,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,157,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,158,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,159,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,160,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,161,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,162,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,163,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,164,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,165,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,166,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,167,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,168,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,169,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,170,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,171,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,172,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,173,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,174,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,175,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,176,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,177,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,178,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,179,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,180,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,181,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,182,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,183,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,184,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,185,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,186,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,187,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,188,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,189,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,190,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,191,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,192,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,193,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,194,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,195,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,196,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,197,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,198,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,199,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,200,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,201,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,202,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,203,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,204,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,205,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,206,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,207,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,208,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,209,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,210,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,211,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,212,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,213,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,214,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,215,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,216,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,217,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,218,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,219,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,220,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,221,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,222,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,223,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,224,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,225,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,226,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,227,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,228,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,229,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,230,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,231,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,232,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,233,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,234,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,235,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,236,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,237,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,238,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,239,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,240,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,241,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,242,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,243,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,244,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,245,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,246,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,247,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,248,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,1,249,640,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,0,2147483647,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,1,1704,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,2,1704,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,3,1928,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,4,1928,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,5,1120,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,6,1738,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,7,1456,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,8,1486,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,9,1730,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,10,1694,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,11,1716,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,12,2066,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,13,1652,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,14,1708,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,15,1474,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,16,1250,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,17,1148,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,18,1364,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,19,1328,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,20,1270,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,21,1634,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,22,1192,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,23,1086,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,24,1152,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,25,1174,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,26,1094,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,27,998,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,28,1042,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,29,882,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,30,1118,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,31,946,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,32,812,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,33,868,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,34,772,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,35,748,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,36,896,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,37,894,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,38,1080,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,39,960,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,40,872,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,41,916,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,42,1046,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,43,1046,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,44,1070,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,45,1070,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,46,724,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,47,832,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,48,780,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,49,780,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,50,780,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,51,780,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,52,740,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,53,740,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,54,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,55,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,56,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,57,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,58,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,59,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,60,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,61,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,62,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,63,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,64,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,65,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,66,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,67,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,68,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,69,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,70,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,71,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,72,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,73,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,74,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,75,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,76,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,77,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,78,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,79,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,80,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,81,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,82,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,83,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,84,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,85,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,86,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,87,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,88,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,89,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,90,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,91,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,92,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,93,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,94,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,95,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,96,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,97,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,98,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,99,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,100,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,101,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,102,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,103,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,104,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,105,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,106,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,107,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,108,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,109,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,110,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,111,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,112,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,113,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,114,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,115,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,116,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,117,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,118,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,119,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,120,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,121,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,122,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,123,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,124,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,125,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,126,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,127,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,128,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,129,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,130,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,131,632,2147483647,2,4
1.0,true,5,0.0,,0.2,1.0,2,132,632,2147483647,2,4
