p3,date_known,ub,p4,algo,p1,p2,mean_run,iteration,real_cost,anytime_cost,memory_style,hyper_parametr
1.0,true,5,0.0,,0.2,1.0,1,55,668,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,56,668,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,57,668,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,58,564,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,59,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,60,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,61,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,62,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,63,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,64,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,65,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,66,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,67,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,68,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,69,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,70,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,71,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,72,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,73,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,74,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,75,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,76,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,77,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,78,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,79,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,80,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,81,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,82,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,83,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,84,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,85,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,86,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,87,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,88,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,89,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,90,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,91,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,92,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,93,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,94,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,95,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,96,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,97,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,98,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,99,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,100,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,101,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,102,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,103,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,104,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,105,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,106,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,107,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,108,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,109,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,110,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,111,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,112,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,113,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,114,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,115,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,116,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,117,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,118,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,119,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,120,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,121,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,122,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,123,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,124,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,125,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,126,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,127,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,128,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,129,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,130,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,131,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,132,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,133,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,134,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,135,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,136,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,137,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,138,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,139,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,140,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,141,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,142,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,143,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,144,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,145,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,146,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,147,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,148,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,149,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,150,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,151,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,152,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,153,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,154,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,155,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,156,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,157,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,158,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,159,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,160,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,161,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,162,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,163,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,164,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,165,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,166,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,167,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,168,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,169,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,170,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,171,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,172,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,173,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,174,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,175,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,176,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,177,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,178,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,179,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,180,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,181,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,182,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,183,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,184,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,185,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,186,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,187,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,188,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,189,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,190,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,191,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,192,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,193,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,194,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,195,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,196,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,197,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,198,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,199,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,200,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,201,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,202,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,203,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,204,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,205,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,206,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,207,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,208,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,209,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,210,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,211,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,212,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,213,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,214,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,215,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,216,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,217,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,218,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,219,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,220,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,221,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,222,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,223,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,224,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,225,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,226,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,227,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,228,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,229,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,230,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,231,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,232,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,233,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,234,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,235,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,236,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,237,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,238,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,239,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,240,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,241,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,242,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,243,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,244,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,245,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,246,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,247,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,248,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,1,249,600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,0,2147483647,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,1,1704,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,2,1704,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,3,1822,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,4,1822,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,5,1094,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,6,1600,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,7,1500,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,8,1534,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,9,1288,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,10,1136,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,11,1570,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,12,1856,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,13,1080,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,14,996,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,15,996,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,16,1328,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,17,1126,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,18,776,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,19,956,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,20,956,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,21,956,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,22,860,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,23,830,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,24,830,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,25,830,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,26,708,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,27,770,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,28,770,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,29,770,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,30,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,31,830,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,32,830,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,33,830,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,34,830,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,35,746,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,36,886,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,37,886,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,38,800,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,39,800,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,40,800,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,41,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,42,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,43,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,44,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,45,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,46,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,47,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,48,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,49,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,50,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,51,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,52,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,53,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,54,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,55,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,56,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,57,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,58,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,59,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,60,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,61,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,62,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,63,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,64,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,65,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,66,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,67,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,68,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,69,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,70,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,71,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,72,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,73,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,74,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,75,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,76,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,77,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,78,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,79,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,80,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,81,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,82,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,83,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,84,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,85,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,86,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,87,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,88,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,89,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,90,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,91,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,92,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,93,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,94,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,95,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,96,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,97,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,98,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,99,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,100,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,101,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,102,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,103,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,104,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,105,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,106,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,107,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,108,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,109,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,110,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,111,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,112,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,113,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,114,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,115,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,116,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,117,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,118,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,119,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,120,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,121,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,122,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,123,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,124,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,125,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,126,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,127,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,128,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,129,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,130,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,131,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,132,742,2147483647,1,0
1.0,true,5,0.0,,0.2,1.0,2,133,742,2147483647,1,0
